UsedNew,City,State,Year,Make,Model,Trim,BodyStyle,StockNumber,VIN,Mileage,Price,Engine,Tramsission,Color,Interior,Comment,Options,LotPrice,MSRP,Invoice,ImageURLs,Certified,ModelCode,AutoID,InternetSpecial,InventoryDate,CarfaxOneOwner,CarfaxAvailable,VideoPlayerUrl,VideoEmbedUrl,LastUpdated,Custom1,Custom2,Custom3,Custom4,Custom5,LastPhotoUpdateUtc,Doors,ModelSeries,EngineCylinders,MPG_City,MPG_Highway,Fuel_Type,Cab_Type,Cost,ComparePrice,DriveTrain,VehicleDetailsPage 
N,Naples,FL,2015,Toyota,Sienna,L 7 Passenger,Minivan,151537,5TDZK3DC1FS682092,0,26883,3.5L V6,Automatic 6-Speed,Attitude Black,Ash Fabric Seat Material,"Price includes: $1,000 - SETF Military Program - Exp. 02/01 Customers must be an inactive Reserve or in current active duty status in the U.S. Military or a U.S. Military inactive Reserve. See dealer for details.",", 266 hp horsepower, 3.5 liter V6 DOHC engine, 4 Doors, 4-wheel ABS brakes, Air conditioning with dual zone climate control, Audio controls on steering wheel, Automatic Transmission, Bluetooth, Clock - In-radio display, Cruise control, Daytime running lights, Dusk sensing headlights, Front seat type - Bucket, Front-wheel drive, Fuel economy EPA highway (mpg): 25 and EPA city (mpg): 18, Head airbags - Curtain 1st  2nd and 3rd row, Heated Windshield Washer Jets - Wiper park, Interior air filtration, Intermittent window wipers, Knee airbags - Driver, Overhead console - Mini with storage, Passenger Airbag, Power mirrors, Power windows with 4 one-touch, Privacy/tinted glass, Rear air conditioning - With separate controls, Rear defogger, Rear heat - With separate controls, Rear spoiler - Lip, Rear wiper, Reclining rear seats, Remote power door locks, Speed-proportional power steering, Stability control, Tachometer, Third row seats, Tilt and telescopic steering wheel, Tire pressure monitoring system, Traction control - ABS and driveline",30932,30932,29383,"http://akimage.vinsolutions.com/v/359790000/359791627/r640,http://akimage.vinsolutions.com/v/359790000/359791639/r640,http://akimage.vinsolutions.com/v/359790000/359791652/r640",N,5328,31870939,N,11/30/15,N,N,,,1/8/16,,,,,,12/5/15 6:41,4,,6,18,25,Gas,Passenger Van,30975,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/31870939
N,Naples,FL,2015,Toyota,Sienna,SE 8 Passenger,Minivan,151538,5TDXK3DC3FS683946,0,33531,3.5L V6,Automatic 6-Speed,Salsa Red Pearl,Blk Leather Seat Material,"Price includes: $1,000 - SETF Military Program - Exp. 02/01 Customers must be an inactive Reserve or in current active duty status in the U.S. Military or a U.S. Military inactive Reserve. See dealer for details.","Power Tilt/Slide Moonroof w/Sunshade, 266 hp horsepower, 3.5 liter V6 DOHC engine, 4 Doors, 4-wheel ABS brakes, 8-way power adjustable drivers seat, Air conditioning with dual zone climate control, Audio controls on steering wheel, Automatic Transmission, Bluetooth, Clock - In-radio display, Compass, Cruise control, External temperature display, Front fog/driving lights, Front-wheel drive, Fuel economy EPA highway (mpg): 25 and EPA city (mpg): 18, Head airbags - Curtain 1st  2nd and 3rd row, Heated drivers seat, Heated passenger seat, Heated Windshield Washer Jets - Wiper park, Interior air filtration, Intermittent window wipers, Knee airbags - Driver, Leather seats, Multi-function remote - Trunk/hatch/door/tailgate, Passenger Airbag, Power heated mirrors, Power windows with 4 one-touch, Privacy/tinted glass, Rear air conditioning - With separate controls, Rear spoiler - Lip, Rear wiper, Remote power door locks, Side window sunshade - Manual, Stability control, Tachometer, Tilt and telescopic steering wheel, Traction control - ABS and driveline, Trip computer, Universal remote transmitter",38082,38082,36031,"http://akimage.vinsolutions.com/v/359790000/359791948/r640,http://akimage.vinsolutions.com/v/359790000/359791958/r640,http://akimage.vinsolutions.com/v/359790000/359791963/r640",N,5342,31870942,N,12/2/15,N,N,,,1/8/16,,,,,,12/5/15 6:41,4,,6,18,25,Gas,Passenger Van,37480,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/31870942
N,Naples,FL,2016,Toyota,Camry,LE,Sedan,160248,4T1BF1FK0GU548830,0,20938,2.5L 4 cyls,Automatic 6-Speed,Creme Brulee Mica,Almond Fabric Seat Trim,Price includes: $750 - SETF College Grad Program - Southeast. Exp. 02/01,"16' Alloy Wheels, 178 hp horsepower, 2.5 liter inline 4 cylinder DOHC engine, 4 Doors, 4-wheel ABS brakes, 8-way power adjustable drivers seat, Air conditioning, Audio controls on steering wheel, Automatic Transmission, Bluetooth, Center Console - Full with covered storage, Clock - In-dash, Cruise control, Daytime running lights, Dusk sensing headlights, External temperature display, Front seat type - Bucket, Front-wheel drive, Fuel economy EPA highway (mpg): 35 and EPA city (mpg): 25, Head airbags - Curtain 1st and 2nd row, Interior air filtration, Intermittent window wipers, Knee airbags - Driver and passenger, Multi-function remote - Trunk/hatch/door/tailgate, Overhead console - Mini with storage, Passenger Airbag, Power heated mirrors, Power windows with 2 one-touch, Privacy/tinted glass, Rear bench seats, Rear defogger, Remote power door locks, Speed-proportional power steering, Stability control, Tachometer, Tilt and telescopic steering wheel, Tire pressure monitoring system, Traction control - ABS and driveline, Trip computer, Video Monitor Location - Front",24519,24519,23188,"http://akimage.vinsolutions.com/v/367690000/367692494/r640,http://akimage.vinsolutions.com/v/367690000/367692532/r640,http://akimage.vinsolutions.com/v/367690000/367692562/r640,http://akimage.vinsolutions.com/v/367690000/367692591/r640,http://akimage.vinsolutions.com/v/367690000/367692619/r640,http://akimage.vinsolutions.com/v/367690000/367692647/r640,http://akimage.vinsolutions.com/v/367690000/367692676/r640,http://akimage.vinsolutions.com/v/367690000/367692705/r640,http://akimage.vinsolutions.com/v/367690000/367692723/r640,http://akimage.vinsolutions.com/v/367690000/367692747/r640,http://akimage.vinsolutions.com/v/367690000/367692772/r640,http://akimage.vinsolutions.com/v/367690000/367692799/r640",N,2532,31870968,N,11/30/15,N,N,,,1/8/16,,,,,,1/1/16 18:50,4,,4,25,35,Gas,,25187,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/31870968
N,Naples,FL,2016,Toyota,Camry,SE,Sedan,160249,4T1BF1FK8GU548297,0,21839,2.5L 4 cyls,Automatic 6-Speed,Midnight Black Metallic,Ash/Blk Sprt Softex-Trim,Price includes: $750 - SETF College Grad Program - Southeast. Exp. 02/01,", 178 hp horsepower, 2.5 liter inline 4 cylinder DOHC engine, 4 Doors, 4-wheel ABS brakes, 8-way power adjustable drivers seat, Air conditioning, Audio controls on steering wheel, Automatic Transmission, Bluetooth, Clock - In-dash, Cruise control, Daytime running lights, Dusk sensing headlights, External temperature display, Front seat type - Sport, Front-wheel drive, Fuel economy EPA highway (mpg): 35 and EPA city (mpg): 25, Head airbags - Curtain 1st and 2nd row, Interior air filtration, Intermittent window wipers, Knee airbags - Driver and passenger, Multi-function remote - Trunk/hatch/door/tailgate, Overhead console - Mini with storage, Passenger Airbag, Power heated mirrors, Power windows with 2 one-touch, Privacy/tinted glass, Rear bench seats, Rear spoiler - Lip, Remote power door locks, Speed-proportional power steering, Stability control, Tachometer, Tilt and telescopic steering wheel, Tire pressure monitoring system, Traction control - ABS and driveline, Transmission controls on steering wheel - Gear shift controls, Trip computer, Video Monitor Location - Front",25713,25713,24089,"http://akimage.vinsolutions.com/v/359790000/359791614/r640,http://akimage.vinsolutions.com/v/359790000/359791630/r640,http://akimage.vinsolutions.com/v/359790000/359791640/r640",N,2546,31870970,N,11/30/15,N,N,,,1/8/16,,,,,,12/5/15 6:41,4,,4,25,35,Gas,,25828,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/31870970
N,Naples,FL,2016,Toyota,Corolla,LE,Sedan,160251,2T1BURHE3GC558068,0,17238,1.8L 4 cyls,CVT (Continuously Variable),Slate Metallic,Ash Fabric Seat Trim,Price includes: $750 - SETF College Grad Program - Southeast. Exp. 02/01,", 1.8 liter inline 4 cylinder DOHC engine, 132 hp horsepower, 4 Doors, 4-wheel ABS brakes, Air conditioning with climate control, Audio controls on steering wheel, Bluetooth, Center Console - Full with covered storage, Clock - In-dash, Cruise control, CVT Transmission, Daytime running lights, External temperature display, Front seat type - Bucket, Front-wheel drive, Fuel economy EPA highway (mpg): 38 and EPA city (mpg): 29, Head airbags - Curtain 1st and 2nd row, Interior air filtration, Intermittent window wipers, Knee airbags - Driver, Multi-function remote - Trunk/hatch/door/tailgate, Passenger Airbag, Power heated mirrors, Power windows with 1 one-touch, Privacy/tinted glass, Rear bench seats, Rear defogger, Remote power door locks, Speed-proportional power steering, Stability control, Tachometer, Tilt and telescopic steering wheel, Tire pressure monitoring system, Traction control - ABS and driveline, Trip computer, Video Monitor Location - Front",19839,19839,18988,"http://akimage.vinsolutions.com/v/359790000/359792283/r640,http://akimage.vinsolutions.com/v/359790000/359792287/r640,http://akimage.vinsolutions.com/v/359790000/359792291/r640",N,1852,31870976,N,12/2/15,N,N,,,1/8/16,,,,,,12/5/15 6:45,4,,4,29,38,Gas,,21081,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/31870976
N,Naples,FL,2016,Scion,iM,SCION IM 5D HATCHBK,Hatchback,S16019,JTNKARJE8GJ512805,0,20694,1.8L 4 cyls,CVT (Continuously Variable),Electric Storm Blue,Black w/Fabric Upholstery,"Standard features include: Bluetooth, Remote power door locks, Power windows with 1 one-touch, CVT Transmission, 4-wheel ABS brakes, Air conditioning with dual zone climate control, Cruise control, Audio controls on steering wheel, Traction control - ABS and driveline, Power heated mirrors, Tilt and telescopic steering wheel, Passenger Airbag, Head airbags - Curtain 1st and 2nd row, 1.8 liter inline 4 cylinder DOHC engine, 137 hp horsepower, 4 Doors, Front-wheel drive, Fuel economy EPA highway (mpg): 37 and EPA city (mpg): 28, Tachometer, External temperature display, Interior air filtration, Overhead console - Mini with storage, Power retractable mirrors, Clock - In-dash, Speed-proportional power steering, Trip computer, Video Monitor Location - Front, Tire pressure monitoring system, Transmission hill holder, Knee airbags - Driver, Daytime running lights, Dusk sensing headlights, Signal mirrors - Turn signal in mirrors, Stability control, Front seat type - Bucket, Rear bench seats, Intermittent window wipers, Privacy/tinted glass, Rear spoiler - Lip, Rear wiper...Safety equipment includes: ABS, Traction control, Curtain airbags, Passenger Airbag, Daytime running lights...Other features include: Bluetooth, Power locks, Power windows, CVT Transmission, Climate control...",", 1.8 liter inline 4 cylinder DOHC engine, 137 hp horsepower, 4 Doors, 4-wheel ABS brakes, Air conditioning with dual zone climate control, Audio controls on steering wheel, Bluetooth, Clock - In-dash, Cruise control, CVT Transmission, Daytime running lights, Dusk sensing headlights, External temperature display, Front seat type - Bucket, Front-wheel drive, Fuel economy EPA highway (mpg): 37 and EPA city (mpg): 28, Head airbags - Curtain 1st and 2nd row, Interior air filtration, Intermittent window wipers, Knee airbags - Driver, Overhead console - Mini with storage, Passenger Airbag, Power heated mirrors, Power retractable mirrors, Power windows with 1 one-touch, Privacy/tinted glass, Rear bench seats, Rear spoiler - Lip, Rear wiper, Remote power door locks, Signal mirrors - Turn signal in mirrors, Speed-proportional power steering, Stability control, Tachometer, Tilt and telescopic steering wheel, Tire pressure monitoring system, Traction control - ABS and driveline, Transmission hill holder, Trip computer, Video Monitor Location - Front",20694,20694,19640,"http://akimage.vinsolutions.com/v/359790000/359791621/r640,http://akimage.vinsolutions.com/v/359790000/359791633/r640,http://akimage.vinsolutions.com/v/359790000/359791643/r640",N,6272,31870992,N,11/30/15,N,N,,,12/8/15,,,,,,12/5/15 6:43,4,,4,28,37,Gas,,21962,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/31870992
N,Naples,FL,2015,Toyota,Sienna,LE 8 Passenger,Minivan,151539,5TDKK3DC5FS684249,0,29472,3.5L V6,Automatic 6-Speed,Super White,Ash Fabric Seat Material,"Price includes: $1,000 - SETF Military Program - Exp. 02/01 Customers must be an inactive Reserve or in current active duty status in the U.S. Military or a U.S. Military inactive Reserve. See dealer for details.",", 266 hp horsepower, 3.5 liter V6 DOHC engine, 4 Doors, 4-wheel ABS brakes, 8-way power adjustable drivers seat, Air conditioning with dual zone climate control, Audio controls on steering wheel, Automatic Transmission, Bluetooth, Clock - In-radio display, Compass, Cruise control, Daytime running lights, Dusk sensing headlights, External temperature display, Front seat type - Bucket, Front-wheel drive, Fuel economy EPA highway (mpg): 25 and EPA city (mpg): 18, Head airbags - Curtain 1st  2nd and 3rd row, Heated Windshield Washer Jets - Wiper park, Intermittent window wipers, Overhead console - Mini with storage, Passenger Airbag, Power heated mirrors, Power windows with 4 one-touch, Privacy/tinted glass, Rear air conditioning - With separate controls, Rear spoiler - Lip, Rear wiper, Reclining rear seats, Remote power door locks, Side window sunshade - Manual, Speed-proportional power steering, Split-bench rear seats, Tachometer, Tilt and telescopic steering wheel, Tire pressure monitoring system, Traction control - ABS and driveline, Trip computer, Universal remote transmitter",33662,33662,31972,"http://akimage.vinsolutions.com/v/360170000/360171181/r640,http://akimage.vinsolutions.com/v/360170000/360171190/r640,http://akimage.vinsolutions.com/v/360170000/360171203/r640",N,5338,31913389,N,12/3/15,N,N,,,1/8/16,,,,,,12/6/15 5:35,4,,6,18,25,Gas,Passenger Van,33509,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/31913389
N,Naples,FL,2016,Toyota,Tacoma,SR5,Truck,160263,5TFAX5GN0GX056049,0,27485,2.7L 4 cyls,Automatic 6-Speed,Silver Sky Metallic,Cement Gry Fabric (Fc),"Optional equipment includes: SR5 Appearance Package (SM)...Standard features include: Bluetooth, Remote power door locks, Power windows with 1 one-touch, Automatic Transmission, 4-wheel ABS brakes, Air conditioning, Cruise control, Audio controls on steering wheel, Traction control - ABS and driveline, Tilt and telescopic steering wheel, Power mirrors, 159 hp horsepower, 2.7 liter inline 4 cylinder DOHC engine, Head airbags - Curtain 1st and 2nd row, Passenger Airbag, Rear-wheel drive, 4 Doors, Fuel economy EPA highway (mpg): 23 and EPA city (mpg): 19, Front fog/driving lights, Tachometer, External temperature display, Interior air filtration, Overhead console - Mini with storage, Clock - In-dash, Front seat type - Bucket, Split-bench rear seats, Intermittent window wipers, Pickup Bed Type - Regular composite, Privacy/tinted glass, Limited slip differential - Brake actuated, Bed Length - 60.5 ', Descent Control - Hill descent control, Tire pressure monitoring system, Transmission hill holder, Daytime running lights, Stability control, Knee airbags - Driver and passenger, Video Monitor Location - Front, Speed-proportional power steering, Center Console - Full with covered storage...Safety equipment includes: ABS, Traction control, Curtain airbags, Passenger Airbag, Front fog/driving lights...Other features include: Bluetooth, Power locks, Power windows, Auto, Air conditioning...","SR5 Appearance Package (SM), 159 hp horsepower, 2.7 liter inline 4 cylinder DOHC engine, 4 Doors, 4-wheel ABS brakes, Air conditioning, Audio controls on steering wheel, Automatic Transmission, Bed Length - 60.5 ', Bluetooth, Center Console - Full with covered storage, Clock - In-dash, Cruise control, Daytime running lights, Descent Control - Hill descent control, External temperature display, Front fog/driving lights, Front seat type - Bucket, Fuel economy EPA highway (mpg): 23 and EPA city (mpg): 19, Head airbags - Curtain 1st and 2nd row, Interior air filtration, Intermittent window wipers, Knee airbags - Driver and passenger, Limited slip differential - Brake actuated, Overhead console - Mini with storage, Passenger Airbag, Pickup Bed Type - Regular composite, Power mirrors, Power windows with 1 one-touch, Privacy/tinted glass, Rear-wheel drive, Remote power door locks, Speed-proportional power steering, Split-bench rear seats, Stability control, Tachometer, Tilt and telescopic steering wheel, Tire pressure monitoring system, Traction control - ABS and driveline, Transmission hill holder, Video Monitor Location - Front",28888,28888,27485,"http://akimage.vinsolutions.com/v/360170000/360171516/r640,http://akimage.vinsolutions.com/v/360170000/360171529/r640,http://akimage.vinsolutions.com/v/360170000/360171544/r640",N,7185,31913402,N,12/3/15,N,N,,,12/12/15,,,,,,12/6/15 5:19,4,,4,19,23,Gas,Double Cab,29162,0,RWD,http://treasurecoasttoyotaofstuart.com/auto/vd/31913402
U,Naples,FL,2015,Kia,Optima,EX,Sedan,160106A,5XXGN4A75FG453153,1577,22150,2.4L 4 cyls,Automatic 6-Speed,Snow White Pearl,Beige,"One owner-doesn't get much better than that. Free range visibility. 20 YR/200K WARRANTY and Receive the Treasure Coast Toyota Advantage! No games, No Gimmicks, just business! This vehicle is a Treasure Coast Toyota Certified Used Car. It comes with our exclusive Treasure Coast Toyota 20 Year/200,000-mile powertrain warranty. Unlike other car dealers, Treasure Coast Toyota’s coverage starts from the date of purchase and the actual miles that are on the odometer. Example: purchase a 7-year-old Certified Car today with 90,000 miles, and you are covered up to 290,000 miles or 20 years from today. This is unheard of and just imagine the piece of mind you’ll have by buying one of our Treasure Coast Toyota Certified Cars. <br><br>This is your chance to be the second owner of this stunning 2015 Kia Optima, kept in great condition by its original owner. Having had only one previous owner means that this superb Optima is sure to be a favorite among our more educated buyers. <br><br>We Deliver What We Promise!",", 192 hp horsepower, 2.4 L liter inline 4 cylinder DOHC engine with variable valve timing, 4 Doors, 4-wheel ABS brakes, 8-way power adjustable drivers seat, Air conditioning with dual zone climate control, Audio controls on steering wheel, Automatic Transmission, Bluetooth, Compass, Cruise control, Dusk sensing headlights, External temperature display, Front fog/driving lights, Front seat type - Bucket, Front-wheel drive, Fuel economy EPA highway (mpg): 34 and EPA city (mpg): 23, Head airbags - Curtain 1st and 2nd row, Interior air filtration, Intermittent window wipers, Keyless Ignition - Doors and push button start, Multi-function remote - Trunk/hatch/door/tailgate, Overhead console - Mini with storage, Passenger Airbag, Power heated mirrors, Power windows with 2 one-touch, Privacy/tinted glass, Rear bench seats, Rear defogger, Remote power door locks, Signal mirrors - Turn signal in mirrors, Speed-proportional power steering, Stability control, Tachometer, Tilt and telescopic steering wheel, Traction control - ABS and driveline, Transmission hill holder, Trip computer, Universal remote transmitter",0,0,0,"http://akimage.vinsolutions.com/v/361770000/361778707/r640,http://akimage.vinsolutions.com/v/361770000/361778725/r640,http://akimage.vinsolutions.com/v/361770000/361778745/r640,http://akimage.vinsolutions.com/v/361770000/361778782/r640,http://akimage.vinsolutions.com/v/361770000/361778804/r640,http://akimage.vinsolutions.com/v/361770000/361778838/r640,http://akimage.vinsolutions.com/v/361770000/361778865/r640,http://akimage.vinsolutions.com/v/361770000/361778884/r640,http://akimage.vinsolutions.com/v/361770000/361778906/r640,http://akimage.vinsolutions.com/v/361770000/361778924/r640,http://akimage.vinsolutions.com/v/361770000/361778945/r640,http://akimage.vinsolutions.com/v/361770000/361778972/r640,http://akimage.vinsolutions.com/v/361770000/361778988/r640,http://akimage.vinsolutions.com/v/361770000/361779023/r640,http://akimage.vinsolutions.com/v/361770000/361779057/r640,http://akimage.vinsolutions.com/v/361770000/361779072/r640,http://akimage.vinsolutions.com/v/361770000/361779091/r640,http://akimage.vinsolutions.com/v/361770000/361779124/r640",N,P,31913405,N,12/2/15,Y,Y,,,1/8/16,,,,,,12/10/15 17:59,4,,4,23,34,Gas,,22035,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/31913405
U,Naples,FL,2006,Toyota,Matrix,Base,Hatchback,160112B,2T1KR32E86C573588,59866,9000,1.8L 4 cyls,Automatic 4-Speed,Silver Streak Mica,Dark Gray,just imagine the piece of mind you’ll have by buying one of our Treasure Coast <br><br>Be the talk of the town when you roll down the street in this low-mileage 2006 Toyota Matrix. The very practical cargo-carrying hatch space of this outstanding Matrix will make it a favorite among our more educated buyers. <br><br>We Deliver What We Promise!,", 1.8 L liter inline 4 cylinder DOHC engine with variable valve timing, 126 hp horsepower, 4 Doors, Air conditioning, Center Console - Partial with covered storage, Clock - In-dash, Daytime running lights, External temperature display, Front seat type - Bucket, Front-wheel drive, Fuel economy EPA highway (mpg): 34 and EPA city (mpg): 28, Interior air filtration, Intermittent window wipers, Passenger Airbag, Rear defogger, Speed-proportional power steering, Split-bench rear seats, Tachometer, Tilt steering wheel",0,0,0,"http://akimage.vinsolutions.com/v/361770000/361776768/r640,http://akimage.vinsolutions.com/v/361770000/361776797/r640,http://akimage.vinsolutions.com/v/361770000/361776835/r640,http://akimage.vinsolutions.com/v/361770000/361776869/r640,http://akimage.vinsolutions.com/v/361770000/361776904/r640,http://akimage.vinsolutions.com/v/361770000/361776962/r640,http://akimage.vinsolutions.com/v/361770000/361777009/r640,http://akimage.vinsolutions.com/v/361770000/361777063/r640,http://akimage.vinsolutions.com/v/361770000/361777109/r640,http://akimage.vinsolutions.com/v/361770000/361777179/r640,http://akimage.vinsolutions.com/v/361770000/361777223/r640,http://akimage.vinsolutions.com/v/361770000/361777269/r640,http://akimage.vinsolutions.com/v/361770000/361777317/r640,http://akimage.vinsolutions.com/v/361770000/361777343/r640,http://akimage.vinsolutions.com/v/361770000/361777391/r640,http://akimage.vinsolutions.com/v/361770000/361777439/r640,http://akimage.vinsolutions.com/v/361770000/361777467/r640,http://akimage.vinsolutions.com/v/361770000/361777527/r640",N,P,31913406,N,11/29/15,N,Y,,,1/8/16,,,,,,12/10/15 17:57,5,,4,28,36,Gas,,8592,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/31913406
U,Naples,FL,2012,Subaru,Legacy,2.5i,Sedan,160169A,4S3BMCB64C3003647,29227,15550,2.5L 4 cyls,Automatic,,Off Black,"Like new. Gently used. 20 YR/200K WARRANTY and Receive the Treasure Coast Toyota Advantage! No games, No Gimmicks, just business! This vehicle is a Treasure Coast Toyota Certified Used Car. It comes with our exclusive Treasure Coast Toyota 20 Year/200,000-mile powertrain warranty. Unlike other car dealers, Treasure Coast Toyota’s coverage starts from the date of purchase and the actual miles that are on the odometer. Example: purchase a 7-year-old Certified Car today with 90,000 miles, and you are covered up to 290,000 miles or 20 years from today. This is unheard of and just imagine the piece of mind you’ll have by buying one of our Treasure Coast Toyota Certified Cars. <br><br>Are you still driving around that old thing? Come on down today and get into this gorgeous 2012 Subaru Legacy! This Legacy has only been gently used and has low, low mileage. They don't come much fresher than this! <br><br>We Deliver What We Promise!",", 170 hp horsepower, 2.5 L liter flat 4 cylinder SOHC engine with variable valve timing, 4 Doors, 4-wheel ABS brakes, 4WD Type - Full-time, 8-way power adjustable drivers seat, All-wheel drive, Audio controls on steering wheel, Bluetooth, Center Console - Full with covered storage, Chrome grill, Clock - In-dash, Cruise control, Daytime running lights, Dusk sensing headlights, External temperature display, Front seat type - Bucket, Head airbags - Curtain 1st and 2nd row, Interior air filtration, Intermittent window wipers, Multi-function remote - Trunk/hatch/door/tailgate, Overhead console - Mini with storage, Passenger Airbag, Power windows with 1 one-touch, Privacy/tinted glass, Rear bench seats, Rear defogger, Remote power door locks, Speed-proportional power steering, Stability control, Tachometer, Tilt and telescopic steering wheel, Traction control - ABS and driveline, Transmission hill holder, Trip computer",0,0,0,"http://akimage.vinsolutions.com/v/361770000/361776804/r640,http://akimage.vinsolutions.com/v/361770000/361776846/r640,http://akimage.vinsolutions.com/v/361770000/361776862/r640,http://akimage.vinsolutions.com/v/361770000/361776900/r640,http://akimage.vinsolutions.com/v/361770000/361776943/r640,http://akimage.vinsolutions.com/v/361770000/361776994/r640,http://akimage.vinsolutions.com/v/361770000/361777037/r640,http://akimage.vinsolutions.com/v/361770000/361777075/r640,http://akimage.vinsolutions.com/v/361770000/361777122/r640,http://akimage.vinsolutions.com/v/361770000/361777146/r640,http://akimage.vinsolutions.com/v/361770000/361777214/r640,http://akimage.vinsolutions.com/v/361770000/361777256/r640,http://akimage.vinsolutions.com/v/361770000/361777308/r640,http://akimage.vinsolutions.com/v/361770000/361777355/r640,http://akimage.vinsolutions.com/v/361770000/361777394/r640,http://akimage.vinsolutions.com/v/361770000/361777451/r640,http://akimage.vinsolutions.com/v/361770000/361777468/r640,http://akimage.vinsolutions.com/v/361770000/361777486/r640",N,P,31913407,N,11/27/15,N,Y,,,1/8/16,,,,,,12/10/15 17:49,4,,4,,,Gas,,14290,0,AWD,http://treasurecoasttoyotaofstuart.com/auto/vd/31913407
U,Naples,FL,2011,Toyota,Yaris,CE,Liftback,151152A,JTDJT4K30B5325652,28041,10900,1.5L 4 cyls,Automatic 4-Speed,Silver Mica Metallic,Dark Charcoal,"So few miles means it's like new. Gently used. 20 YR/200K WARRANTY and Receive the Treasure Coast Toyota Advantage! No games, No Gimmicks, just business! This vehicle is a Treasure Coast Toyota Certified Used Car. It comes with our exclusive Treasure Coast Toyota 20 Year/200,000-mile powertrain warranty. Unlike other car dealers, Treasure Coast Toyota’s coverage starts from the date of purchase and the actual miles that are on the odometer. Example: purchase a 7-year-old Certified Car today with 90,000 miles, and you are covered up to 290,000 miles or 20 years from today. This is unheard of and just imagine the piece of mind you’ll have by buying one of our Treasure Coast Toyota Certified Cars. <br><br>How appealing is this terrific 2011 Toyota Yaris? Toyota Certified Pre-Owned means you not only get the reassurance of a 12mo/12,000 mile Comprehensive warranty, but also up to a 7yr/100,000-Mile Powertrain Limited Warranty, a 160-point inspection/reconditioning, 1yr Roadside Assistance, trip-interruption services, rental car benefits, and a complete CARFAX vehicle history report. This Yaris has only been gently used and has low, low mileage. They don't come much fresher than this! <br><br>We Deliver What We Promise!",,0,0,0,"http://akimage.vinsolutions.com/v/361770000/361777755/r640,http://akimage.vinsolutions.com/v/361770000/361777825/r640,http://akimage.vinsolutions.com/v/361770000/361777918/r640,http://akimage.vinsolutions.com/v/361770000/361777954/r640,http://akimage.vinsolutions.com/v/361770000/361777985/r640,http://akimage.vinsolutions.com/v/361770000/361778018/r640,http://akimage.vinsolutions.com/v/361770000/361778055/r640,http://akimage.vinsolutions.com/v/361770000/361778076/r640,http://akimage.vinsolutions.com/v/361770000/361778109/r640,http://akimage.vinsolutions.com/v/361770000/361778132/r640,http://akimage.vinsolutions.com/v/361770000/361778159/r640,http://akimage.vinsolutions.com/v/361770000/361778207/r640,http://akimage.vinsolutions.com/v/361770000/361778244/r640,http://akimage.vinsolutions.com/v/361770000/361778281/r640,http://akimage.vinsolutions.com/v/361770000/361778341/r640,http://akimage.vinsolutions.com/v/361770000/361778361/r640,http://akimage.vinsolutions.com/v/361770000/361778386/r640,http://akimage.vinsolutions.com/v/361770000/361778418/r640",Y,P,31939422,N,11/29/15,N,Y,,,1/8/16,,,,,,12/10/15 18:01,3,,4,29,36,Gas,,11008,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/31939422
